,disease_name,microbe_scientific_name,relationship_name,disease_mesh_id,disease_mesh_heading
2453,Parkinson Disease,Alistipes shahii,Increased,MESH:D010300,Parkinson Disease
2454,Gastroenteritis,Prevotellaceae,Increased,MESH:D005759,Gastroenteritis
2455,Gastroenteritis,Ruminococcaceae,Decreased,MESH:D005759,Gastroenteritis
2456,Gastroenteritis,Sphingomonadaceae,Increased,MESH:D005759,Gastroenteritis
2457,Gastroenteritis,Staphylococcaceae,Increased,MESH:D005759,Gastroenteritis
2458,Gastroenteritis,Staphylococcus,Increased,MESH:D005759,Gastroenteritis
2459,Gastroenteritis,Veillonellaceae,Decreased,MESH:D005759,Gastroenteritis
2460,Gastroenteritis,Veillonellaceae,Decreased,MESH:D005759,Gastroenteritis
2461,Parkinson Disease,Bacteroides,Decreased,MESH:D010300,Parkinson Disease
2462,Parkinson Disease,Phocaeicola coprocola,Decreased,MESH:D010300,Parkinson Disease
2463,Parkinson Disease,Phocaeicola dorei,Decreased,MESH:D010300,Parkinson Disease
2464,Parkinson Disease,Phocaeicola massiliensis,Decreased,MESH:D010300,Parkinson Disease
2465,Parkinson Disease,Phocaeicola plebeius,Decreased,MESH:D010300,Parkinson Disease
2466,Parkinson Disease,Bifidobacterium,Increased,MESH:D010300,Parkinson Disease
2467,Parkinson Disease,Blautia glucerasea,Decreased,MESH:D010300,Parkinson Disease
2468,Parkinson Disease,Candidatus Stoquefichus massiliensis,Decreased,MESH:D010300,Parkinson Disease
2469,Parkinson Disease,Catabacter,Increased,MESH:D010300,Parkinson Disease
2470,Parkinson Disease,Catabacter hongkongensis,Increased,MESH:D010300,Parkinson Disease
2471,Parkinson Disease,Christensenella,Increased,MESH:D010300,Parkinson Disease
2472,Parkinson Disease,Christensenella minuta,Increased,MESH:D010300,Parkinson Disease
2473,Parkinson Disease,Coprococcus eutactus,Decreased,MESH:D010300,Parkinson Disease
2474,Parkinson Disease,Dorea,Decreased,MESH:D010300,Parkinson Disease
2475,Parkinson Disease,Dorea longicatena,Decreased,MESH:D010300,Parkinson Disease
2476,Parkinson Disease,Faecalibacterium,Decreased,MESH:D010300,Parkinson Disease
2477,Parkinson Disease,Lactobacillus,Increased,MESH:D010300,Parkinson Disease
2478,Parkinson Disease,Lactobacillus mucosae,Increased,MESH:D010300,Parkinson Disease
2479,Parkinson Disease,Oscillospira,Increased,MESH:D010300,Parkinson Disease
2480,Parkinson Disease,Papillibacter cinnamivorans,Increased,MESH:D010300,Parkinson Disease
2481,Parkinson Disease,Prevotella,Decreased,MESH:D010300,Parkinson Disease
2482,Parkinson Disease,Prevotella copri,Decreased,MESH:D010300,Parkinson Disease
2483,Parkinson Disease,Ruminococcus bromii,Increased,MESH:D010300,Parkinson Disease
2484,Parkinson Disease,Ruminococcus callidus,Decreased,MESH:D010300,Parkinson Disease
2485,Prostatic Neoplasms,Lactobacillales,Decreased,MESH:D011471,Prostatic neoplasms
2486,Prostatic Neoplasms,Staphylococcaceae,Decreased,MESH:D011471,Prostatic neoplasms
2487,Prostatic Neoplasms,Staphylococcus,Increased,MESH:D011471,Prostatic neoplasms
2488,Prostatic Neoplasms,Streptococcaceae,Absent,MESH:D011471,Prostatic neoplasms
2489,Prostatic Neoplasms,Streptococcaceae,Decreased,MESH:D011471,Prostatic neoplasms
2490,Prostatic Neoplasms,Streptococcus,Decreased,MESH:D011471,Prostatic neoplasms
2491,Prostatic Neoplasms,Streptococcus,Absent,MESH:D011471,Prostatic neoplasms
2492,Parkinson Disease,Actinomycetaceae,Increased,MESH:D010300,Parkinson Disease
2493,Parkinson Disease,Akkermansia,Increased,MESH:D010300,Parkinson Disease
2494,Parkinson Disease,Akkermansia muciniphila,Increased,MESH:D010300,Parkinson Disease
2495,Parkinson Disease,Burkholderiaceae,Increased,MESH:D010300,Parkinson Disease
2496,Parkinson Disease,Enterobacteriaceae,Increased,MESH:D010300,Parkinson Disease
2497,Parkinson Disease,Enterococcaceae,Increased,MESH:D010300,Parkinson Disease
2498,Parkinson Disease,Erysipelotrichaceae,Decreased,MESH:D010300,Parkinson Disease
2499,Parkinson Disease,Erysipelotrichaceae,Decreased,MESH:D010300,Parkinson Disease
2500,Parkinson Disease,Eubacterium,Decreased,MESH:D010300,Parkinson Disease
2501,Parkinson Disease,Eubacterium,Increased,MESH:D010300,Parkinson Disease
2502,Parkinson Disease,Holdemanella biformis,Decreased,MESH:D010300,Parkinson Disease
2503,Parkinson Disease,Lachnospiraceae,Decreased,MESH:D010300,Parkinson Disease
2504,Parkinson Disease,Lachnospiraceae,Decreased,MESH:D010300,Parkinson Disease
2505,Parkinson Disease,Lacrimispora saccharolytica,Decreased,MESH:D010300,Parkinson Disease
2506,Parkinson Disease,Micrococcaceae,Decreased,MESH:D010300,Parkinson Disease
2507,Parkinson Disease,Micrococcaceae,Decreased,MESH:D010300,Parkinson Disease
2508,Parkinson Disease,Prevotella,Decreased,MESH:D010300,Parkinson Disease
2509,Parkinson Disease,Prevotella copri,Decreased,MESH:D010300,Parkinson Disease
2510,Parkinson Disease,Prevotellaceae,Decreased,MESH:D010300,Parkinson Disease
2511,Parkinson Disease,Prevotellaceae,Decreased,MESH:D010300,Parkinson Disease
2512,Parkinson Disease,Propionibacteriaceae,Increased,MESH:D010300,Parkinson Disease
2513,Parkinson Disease,Streptococcaceae,Decreased,MESH:D010300,Parkinson Disease
2514,Parkinson Disease,Streptococcaceae,Decreased,MESH:D010300,Parkinson Disease
2515,Parkinson Disease,Verrucomicrobiaceae,Increased,MESH:D010300,Parkinson Disease
2516,Parkinson Disease,Verrucomicrobiaceae,Increased,MESH:D010300,Parkinson Disease
2517,Irritable Bowel Syndrome,Bacilli,Increased,MESH:D043183,Irritable Bowel Syndrome
2518,Irritable Bowel Syndrome,Bacteroidales,Decreased,MESH:D043183,Irritable Bowel Syndrome
2519,Irritable Bowel Syndrome,Bacteroidetes,Decreased,MESH:D043183,Irritable Bowel Syndrome
2520,Irritable Bowel Syndrome,Bacteroidia,Decreased,MESH:D043183,Irritable Bowel Syndrome
2521,Irritable Bowel Syndrome,Clostridia,Increased,MESH:D043183,Irritable Bowel Syndrome
2522,Irritable Bowel Syndrome,Firmicutes,Increased,MESH:D043183,Irritable Bowel Syndrome
2523,Irritable Bowel Syndrome,Holdemania,Increased,MESH:D043183,Irritable Bowel Syndrome
2524,Irritable Bowel Syndrome,Lactobacillales,Increased,MESH:D043183,Irritable Bowel Syndrome
2525,Irritable Bowel Syndrome,Parabacteroides,Decreased,MESH:D043183,Irritable Bowel Syndrome
2526,Coronary Heart Disease,Bacteroidetes,Decreased,MESH:D003327,Coronary Disease
2527,Coronary Heart Disease,Bacteroidia,Decreased,MESH:D003327,Coronary Disease
2528,Coronary Heart Disease,Clostridia,Increased,MESH:D003327,Coronary Disease
2529,Coronary Heart Disease,Firmicutes,Increased,MESH:D003327,Coronary Disease
2530,Parkinson Disease,Barnesiellaceae,Increased,MESH:D010300,Parkinson Disease
2531,Parkinson Disease,Enterococcaceae,Increased,MESH:D010300,Parkinson Disease
2532,Colorectal Neoplasms,Campylobacterales,Increased,MESH:D015179,Colorectal neoplasms
2533,Parkinson Disease,Lactobacillaceae,Increased,MESH:D010300,Parkinson Disease
2534,Parkinson Disease,Acidaminococcus,Increased,MESH:D010300,Parkinson Disease
2535,Parkinson Disease,Acinetobacter,Increased,MESH:D010300,Parkinson Disease
2536,Parkinson Disease,Actinobacteria,Increased,MESH:D010300,Parkinson Disease
2537,Parkinson Disease,Bacilli,Increased,MESH:D010300,Parkinson Disease
2538,Parkinson Disease,Bacteroidetes,Decreased,MESH:D010300,Parkinson Disease
2539,Parkinson Disease,Blautia,Decreased,MESH:D010300,Parkinson Disease
2540,Parkinson Disease,Coriobacteriaceae,Increased,MESH:D010300,Parkinson Disease
2541,Parkinson Disease,Enterobacteriaceae,Increased,MESH:D010300,Parkinson Disease
2542,Parkinson Disease,Enterococcaceae,Increased,MESH:D010300,Parkinson Disease
2543,Parkinson Disease,Enterococcus,Increased,MESH:D010300,Parkinson Disease
2544,Parkinson Disease,Erysipelotrichaceae,Increased,MESH:D010300,Parkinson Disease
2545,Parkinson Disease,Faecalibacterium,Decreased,MESH:D010300,Parkinson Disease
2546,Parkinson Disease,Faecalibacterium,Decreased,MESH:D010300,Parkinson Disease
2547,Parkinson Disease,Megamonas,Increased,MESH:D010300,Parkinson Disease
2548,Parkinson Disease,Megasphaera,Increased,MESH:D010300,Parkinson Disease
2549,Parkinson Disease,Megasphaera,Increased,MESH:D010300,Parkinson Disease
2550,Parkinson Disease,Moraxellaceae,Increased,MESH:D010300,Parkinson Disease
2551,Parkinson Disease,Negativicutes,Increased,MESH:D010300,Parkinson Disease
2552,Parkinson Disease,Pasteurellaceae,Decreased,MESH:D010300,Parkinson Disease
2553,Parkinson Disease,Proteobacteria,Increased,MESH:D010300,Parkinson Disease
2554,Parkinson Disease,Proteus,Increased,MESH:D010300,Parkinson Disease
2555,Parkinson Disease,Ruminococcus,Decreased,MESH:D010300,Parkinson Disease
2556,Parkinson Disease,Streptococcaceae,Increased,MESH:D010300,Parkinson Disease
2557,Parkinson Disease,Streptococcus,Increased,MESH:D010300,Parkinson Disease
2558,Parkinson Disease,Veillonellaceae,Increased,MESH:D010300,Parkinson Disease
2559,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
2560,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
2561,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
2562,Colorectal Neoplasms,Fusobacterium,Decreased,MESH:D015179,Colorectal neoplasms
2563,Colorectal Neoplasms,Fusobacterium,Decreased,MESH:D015179,Colorectal neoplasms
2564,Colorectal Neoplasms,Fusobacterium nucleatum,Increased,MESH:D015179,Colorectal neoplasms
2565,Colorectal Neoplasms,Fusobacterium nucleatum,Increased,MESH:D015179,Colorectal neoplasms
2566,Colorectal Neoplasms,Fusobacterium nucleatum,Increased,MESH:D015179,Colorectal neoplasms
2567,Colorectal Neoplasms,Fusobacterium periodonticum,Increased,MESH:D015179,Colorectal neoplasms
2568,Colorectal Neoplasms,Acinetobacter,Decreased,MESH:D015179,Colorectal neoplasms
2569,Colorectal Neoplasms,Actinobacteria,Decreased,MESH:D015179,Colorectal neoplasms
2570,Colorectal Neoplasms,Alloprevotella,Increased,MESH:D015179,Colorectal neoplasms
2571,Colorectal Neoplasms,Anoxybacillus,Decreased,MESH:D015179,Colorectal neoplasms
2572,Colorectal Neoplasms,Bacillaceae,Decreased,MESH:D015179,Colorectal neoplasms
2573,Colorectal Neoplasms,Bacillales,Decreased,MESH:D015179,Colorectal neoplasms
2574,Colorectal Neoplasms,Bacilli,Decreased,MESH:D015179,Colorectal neoplasms
2575,Colorectal Neoplasms,Bacillus,Decreased,MESH:D015179,Colorectal neoplasms
2576,Colorectal Neoplasms,Burkholderiaceae,Decreased,MESH:D015179,Colorectal neoplasms
2577,Colorectal Neoplasms,Campylobacter,Increased,MESH:D015179,Colorectal neoplasms
2578,Colorectal Neoplasms,Campylobacteraceae,Increased,MESH:D015179,Colorectal neoplasms
2579,Colorectal Neoplasms,Carnobacterium,Decreased,MESH:D015179,Colorectal neoplasms
2580,Colorectal Neoplasms,Corynebacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
2581,Colorectal Neoplasms,Corynebacterium,Decreased,MESH:D015179,Colorectal neoplasms
2582,Colorectal Neoplasms,Cyanobacteria,Decreased,MESH:D015179,Colorectal neoplasms
2583,Colorectal Neoplasms,Deinococcales,Decreased,MESH:D015179,Colorectal neoplasms
2584,Colorectal Neoplasms,Deinococci,Decreased,MESH:D015179,Colorectal neoplasms
2585,Colorectal Neoplasms,Deinococcus-Thermus,Decreased,MESH:D015179,Colorectal neoplasms
2586,Colorectal Neoplasms,Eikenella,Increased,MESH:D015179,Colorectal neoplasms
2587,Colorectal Neoplasms,Epsilonproteobacteria,Increased,MESH:D015179,Colorectal neoplasms
2588,Colorectal Neoplasms,Erythrobacteraceae,Decreased,MESH:D015179,Colorectal neoplasms
2589,Colorectal Neoplasms,Firmicutes,Decreased,MESH:D015179,Colorectal neoplasms
2590,Colorectal Neoplasms,Fusobacteria,Increased,MESH:D015179,Colorectal neoplasms
2591,Colorectal Neoplasms,Fusobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
2592,Colorectal Neoplasms,Fusobacteriales,Increased,MESH:D015179,Colorectal neoplasms
2593,Colorectal Neoplasms,Fusobacteriia,Increased,MESH:D015179,Colorectal neoplasms
2594,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
2595,Colorectal Neoplasms,Gemella,Increased,MESH:D015179,Colorectal neoplasms
2596,Colorectal Neoplasms,Geobacillus,Decreased,MESH:D015179,Colorectal neoplasms
2597,Colorectal Neoplasms,Granulicatella,Increased,MESH:D015179,Colorectal neoplasms
2598,Colorectal Neoplasms,Hungatella,Increased,MESH:D015179,Colorectal neoplasms
2599,Colorectal Neoplasms,Lachnoanaerobaculum,Increased,MESH:D015179,Colorectal neoplasms
2600,Colorectal Neoplasms,Lactococcus,Decreased,MESH:D015179,Colorectal neoplasms
2601,Colorectal Neoplasms,Leptothrix,Increased,MESH:D015179,Colorectal neoplasms
2602,Colorectal Neoplasms,Leptotrichia,Increased,MESH:D015179,Colorectal neoplasms
2603,Colorectal Neoplasms,Leptotrichiaceae,Increased,MESH:D015179,Colorectal neoplasms
2604,Colorectal Neoplasms,Leuconostoc,Decreased,MESH:D015179,Colorectal neoplasms
2605,Colorectal Neoplasms,Leuconostocaceae,Decreased,MESH:D015179,Colorectal neoplasms
2606,Colorectal Neoplasms,Limnohabitans,Decreased,MESH:D015179,Colorectal neoplasms
2607,Colorectal Neoplasms,Massilia,Decreased,MESH:D015179,Colorectal neoplasms
2608,Colorectal Neoplasms,Micrococcus,Decreased,MESH:D015179,Colorectal neoplasms
2609,Colorectal Neoplasms,Moraxella,Decreased,MESH:D015179,Colorectal neoplasms
2610,Colorectal Neoplasms,Moraxellaceae,Decreased,MESH:D015179,Colorectal neoplasms
2611,Colorectal Neoplasms,Morganella,Increased,MESH:D015179,Colorectal neoplasms
2612,Colorectal Neoplasms,Oxalobacteraceae,Decreased,MESH:D015179,Colorectal neoplasms
2613,Colorectal Neoplasms,Pantoea,Decreased,MESH:D015179,Colorectal neoplasms
2614,Colorectal Neoplasms,Parabacteroides,Decreased,MESH:D015179,Colorectal neoplasms
2615,Colorectal Neoplasms,Paracoccus,Decreased,MESH:D015179,Colorectal neoplasms
2616,Colorectal Neoplasms,Parvimonas,Increased,MESH:D015179,Colorectal neoplasms
2617,Colorectal Neoplasms,Peptostreptococcaceae,Increased,MESH:D015179,Colorectal neoplasms
2618,Colorectal Neoplasms,Peptostreptococcus,Increased,MESH:D015179,Colorectal neoplasms
2619,Colorectal Neoplasms,Porphyromonas,Increased,MESH:D015179,Colorectal neoplasms
2620,Colorectal Neoplasms,Prevotella,Increased,MESH:D015179,Colorectal neoplasms
2621,Colorectal Neoplasms,Propionibacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
2622,Colorectal Neoplasms,Propionibacteriales,Decreased,MESH:D015179,Colorectal neoplasms
2623,Colorectal Neoplasms,Propionibacterium,Decreased,MESH:D015179,Colorectal neoplasms
2624,Colorectal Neoplasms,Pseudomonadaceae,Decreased,MESH:D015179,Colorectal neoplasms
2625,Colorectal Neoplasms,Pseudomonadales,Decreased,MESH:D015179,Colorectal neoplasms
2626,Colorectal Neoplasms,Pseudomonas,Decreased,MESH:D015179,Colorectal neoplasms
2627,Colorectal Neoplasms,Rhodobacteraceae,Decreased,MESH:D015179,Colorectal neoplasms
2628,Colorectal Neoplasms,Rhodobacterales,Decreased,MESH:D015179,Colorectal neoplasms
2629,Colorectal Neoplasms,Ruminiclostridium,Increased,MESH:D015179,Colorectal neoplasms
2630,Colorectal Neoplasms,Selenomonas,Increased,MESH:D015179,Colorectal neoplasms
2631,Colorectal Neoplasms,Sphingomonas,Decreased,MESH:D015179,Colorectal neoplasms
2632,Colorectal Neoplasms,Staphylococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
2633,Colorectal Neoplasms,Staphylococcus,Decreased,MESH:D015179,Colorectal neoplasms
2634,Colorectal Neoplasms,Tepidimonas,Decreased,MESH:D015179,Colorectal neoplasms
2635,Colorectal Neoplasms,Xanthomonadales,Decreased,MESH:D015179,Colorectal neoplasms
2636,Mouth Neoplasms,Absidia,Increased,MESH:D009062,Mouth neoplasms
2637,Mouth Neoplasms,Acinetobacter,Increased,MESH:D009062,Mouth neoplasms
2638,Mouth Neoplasms,Actinobacillus,Increased,MESH:D009062,Mouth neoplasms
2639,Mouth Neoplasms,Actinomyces,Increased,MESH:D009062,Mouth neoplasms
2640,Mouth Neoplasms,Aerococcus,Increased,MESH:D009062,Mouth neoplasms
2641,Mouth Neoplasms,Aeromonas,Increased,MESH:D009062,Mouth neoplasms
2642,Mouth Neoplasms,Alcaligenes,Increased,MESH:D009062,Mouth neoplasms
2643,Mouth Neoplasms,Arcanobacterium,Increased,MESH:D009062,Mouth neoplasms
2644,Mouth Neoplasms,Bordetella,Increased,MESH:D009062,Mouth neoplasms
2645,Mouth Neoplasms,Brevundimonas,Increased,MESH:D009062,Mouth neoplasms
2646,Mouth Neoplasms,Cardiobacterium,Increased,MESH:D009062,Mouth neoplasms
2647,Mouth Neoplasms,Caulobacter,Increased,MESH:D009062,Mouth neoplasms
2648,Mouth Neoplasms,Centrocestus,Increased,MESH:D009062,Mouth neoplasms
2649,Mouth Neoplasms,Citrobacter,Increased,MESH:D009062,Mouth neoplasms
2650,Mouth Neoplasms,Cladophialophora,Increased,MESH:D009062,Mouth neoplasms
2651,Mouth Neoplasms,Cladosporium,Increased,MESH:D009062,Mouth neoplasms
2652,Mouth Neoplasms,Comamonas,Increased,MESH:D009062,Mouth neoplasms
2653,Mouth Neoplasms,Contracaecum,Increased,MESH:D009062,Mouth neoplasms
2654,Mouth Neoplasms,Dipylidium,Increased,MESH:D009062,Mouth neoplasms
2655,Mouth Neoplasms,Edwardsiella,Increased,MESH:D009062,Mouth neoplasms
2656,Mouth Neoplasms,Escherichia,Increased,MESH:D009062,Mouth neoplasms
2657,Mouth Neoplasms,Fonsecaea,Increased,MESH:D009062,Mouth neoplasms
2658,Mouth Neoplasms,Frateuria,Increased,MESH:D009062,Mouth neoplasms
2659,Mouth Neoplasms,Geotrichum,Increased,MESH:D009062,Mouth neoplasms
2660,Mouth Neoplasms,Haemophilus,Increased,MESH:D009062,Mouth neoplasms
2661,Mouth Neoplasms,Herpesviridae,Increased,MESH:D009062,Mouth neoplasms
2662,Mouth Neoplasms,Hymenolepis,Increased,MESH:D009062,Mouth neoplasms
2663,Mouth Neoplasms,Malassezia,Increased,MESH:D009062,Mouth neoplasms
2664,Mouth Neoplasms,Mobiluncus,Increased,MESH:D009062,Mouth neoplasms
2665,Mouth Neoplasms,Mycobacterium,Increased,MESH:D009062,Mouth neoplasms
2666,Mouth Neoplasms,Orthomyxoviridae,Increased,MESH:D009062,Mouth neoplasms
2667,Mouth Neoplasms,Pediococcus,Increased,MESH:D009062,Mouth neoplasms
2668,Mouth Neoplasms,Peptoniphilus,Increased,MESH:D009062,Mouth neoplasms
2669,Mouth Neoplasms,Peptostreptococcus,Increased,MESH:D009062,Mouth neoplasms
2670,Mouth Neoplasms,Phialophora,Increased,MESH:D009062,Mouth neoplasms
2671,Mouth Neoplasms,Pleistophora,Increased,MESH:D009062,Mouth neoplasms
2672,Mouth Neoplasms,Plesiomonas,Increased,MESH:D009062,Mouth neoplasms
2673,Mouth Neoplasms,Pneumocystis,Increased,MESH:D009062,Mouth neoplasms
2674,Mouth Neoplasms,Polyomaviridae,Increased,MESH:D009062,Mouth neoplasms
2675,Mouth Neoplasms,Poxviridae,Increased,MESH:D009062,Mouth neoplasms
2676,Mouth Neoplasms,Prevotella,Increased,MESH:D009062,Mouth neoplasms
2677,Mouth Neoplasms,Propionibacterium,Increased,MESH:D009062,Mouth neoplasms
2678,Mouth Neoplasms,Prosthodendrium,Increased,MESH:D009062,Mouth neoplasms
2679,Mouth Neoplasms,Reoviridae,Increased,MESH:D009062,Mouth neoplasms
2680,Mouth Neoplasms,Retroviridae,Increased,MESH:D009062,Mouth neoplasms
2681,Mouth Neoplasms,Rhodotorula,Increased,MESH:D009062,Mouth neoplasms
2682,Mouth Neoplasms,Rothia,Increased,MESH:D009062,Mouth neoplasms
2683,Mouth Neoplasms,Serratia,Increased,MESH:D009062,Mouth neoplasms
2684,Mouth Neoplasms,Sphingobacterium,Increased,MESH:D009062,Mouth neoplasms
2685,Mouth Neoplasms,Sphingomonas,Increased,MESH:D009062,Mouth neoplasms
2686,Mouth Neoplasms,Streptococcus,Increased,MESH:D009062,Mouth neoplasms
2687,Mouth Neoplasms,Toxocara,Increased,MESH:D009062,Mouth neoplasms
2688,Mouth Neoplasms,Trichinella,Increased,MESH:D009062,Mouth neoplasms
2689,Mouth Neoplasms,Veillonella,Increased,MESH:D009062,Mouth neoplasms
2690,Mouth Neoplasms,Actinobacteria,Increased,MESH:D009062,Mouth neoplasms
2691,Mouth Neoplasms,Aeromonadales,Increased,MESH:D009062,Mouth neoplasms
2692,Mouth Neoplasms,Alphaproteobacteria,Increased,MESH:D009062,Mouth neoplasms
2693,Mouth Neoplasms,Bacilli,Decreased,MESH:D009062,Mouth neoplasms
