,MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
133333,Hypercapnia,Hypersensitivity,3.0,6.332951465761903
134055,Hyperventilation,Hypersensitivity,4.0,8.420520586676695
134772,Mouth Breathing,Hypersensitivity,3.0,9.688078799122753
135540,Respiratory Sounds,Hypersensitivity,102.0,167.20547148366947
135859,Snoring,Hypersensitivity,1.0,2.760104753724089
136016,Sneezing,Hypersensitivity,13.0,43.63997072949283
136778,Skin Manifestations,Hypersensitivity,17.0,10.410072707726478
138231,Jaundice,Hypersensitivity,2.0,2.9094235419045
139724,Pruritus,Hypersensitivity,60.0,87.95652650890821
139933,Tinea Pedis,Hypersensitivity,2.0,6.944312177846374
140701,Purpura,Hypersensitivity,23.0,24.454027936370075
141466,"Purpura, Schoenlein-Henoch",Hypersensitivity,2.0,3.9964288414890814
142076,"Purpura, Thrombocytopenic",Hypersensitivity,9.0,12.734149684966471
142680,"Purpura, Thrombocytopenic, Idiopathic",Hypersensitivity,1.0,1.9338944549569816
143162,"Purpura, Thrombotic Thrombocytopenic",Hypersensitivity,3.0,6.552115824269093
143290,Waterhouse-Friderichsen Syndrome,Hypersensitivity,1.0,3.683914318012272
145274,Proteinuria,Hypersensitivity,4.0,4.995911094134208
145851,Albuminuria,Hypersensitivity,1.0,2.065086665228332
146248,"Urinary Bladder, Overactive",Hypersensitivity,1.0,3.543332367391082
146933,Urinary Incontinence,Hypersensitivity,1.0,1.6175293416348633
2490,Fever,"Dermatitis, Atopic",10.0,6.189376322832968
6318,Body Weight,"Dermatitis, Atopic",16.0,5.48780555431624
7570,Birth Weight,"Dermatitis, Atopic",6.0,8.4427856580282
8663,Weight Gain,"Dermatitis, Atopic",4.0,5.946758962704209
9976,Weight Loss,"Dermatitis, Atopic",2.0,2.000107422762349
11441,Overweight,"Dermatitis, Atopic",1.0,0.8238720995508412
12873,Obesity,"Dermatitis, Atopic",5.0,4.162768258178341
15584,Cyanosis,"Dermatitis, Atopic",1.0,1.7434095875238662
17540,Edema,"Dermatitis, Atopic",23.0,13.705196164366289
19137,Eye Manifestations,"Dermatitis, Atopic",1.0,1.507876973895496
21710,Flushing,"Dermatitis, Atopic",2.0,5.2280242704531865
23017,Hypergammaglobulinemia,"Dermatitis, Atopic",25.0,41.97812909267339
24918,Neurologic Manifestations,"Dermatitis, Atopic",1.0,0.0699414131753343
30259,Torticollis,"Dermatitis, Atopic",1.0,2.154990922649467
30650,Hyperkinesis,"Dermatitis, Atopic",1.0,2.341000252522606
35862,Dyslexia,"Dermatitis, Atopic",1.0,2.677472489143819
48375,Mental Retardation,"Dermatitis, Atopic",6.0,5.432680104436286
51641,Psychomotor Disorders,"Dermatitis, Atopic",1.0,1.3316409916371097
56020,Muscle Weakness,"Dermatitis, Atopic",1.0,0.992991081702862
61466,Pain,"Dermatitis, Atopic",17.0,5.599574046722582
65966,Headache,"Dermatitis, Atopic",7.0,6.191949782983234
70041,Paralysis,"Dermatitis, Atopic",1.0,0.4844713774828483
75025,Paraplegia,"Dermatitis, Atopic",1.0,1.2774792836657665
78290,Paresis,"Dermatitis, Atopic",1.0,1.2877357838329555
79701,Psychophysiologic Disorders,"Dermatitis, Atopic",44.0,65.23024790275304
80866,Horner Syndrome,"Dermatitis, Atopic",1.0,2.2096263580381046
81844,"Reflex, Abnormal","Dermatitis, Atopic",1.0,1.4071309430047
83619,Seizures,"Dermatitis, Atopic",1.0,0.8451669255214139
84617,Sensation Disorders,"Dermatitis, Atopic",3.0,1.0299657128149189
85688,Dizziness,"Dermatitis, Atopic",2.0,2.6849428448229578
88647,Deafness,"Dermatitis, Atopic",4.0,4.914108652249045
93914,Hyperalgesia,"Dermatitis, Atopic",1.0,2.3941100778365545
94230,Hyperesthesia,"Dermatitis, Atopic",1.0,2.694864231855688
95904,Paresthesia,"Dermatitis, Atopic",2.0,2.7160362922995573
98026,Vision Disorders,"Dermatitis, Atopic",2.0,1.3269788637358182
98598,Amblyopia,"Dermatitis, Atopic",1.0,2.5635282297946014
99759,Blindness,"Dermatitis, Atopic",1.0,1.0981383550099495
101932,Hemianopsia,"Dermatitis, Atopic",1.0,2.082052199386629
103757,Sleep Disorders,"Dermatitis, Atopic",34.0,50.76196293555677
104181,Sleep Deprivation,"Dermatitis, Atopic",2.0,5.151824577988646
109008,Abdominal Pain,"Dermatitis, Atopic",2.0,1.6969673562948158
110113,"Abdomen, Acute","Dermatitis, Atopic",1.0,1.4376001304795285
110693,Colic,"Dermatitis, Atopic",1.0,2.13474731637282
111936,Shoulder Pain,"Dermatitis, Atopic",1.0,2.420427386153928
114509,"Angina, Unstable","Dermatitis, Atopic",1.0,2.2425601797093533
116151,"Pain, Postoperative","Dermatitis, Atopic",1.0,1.6778553222664596
120088,Diarrhea,"Dermatitis, Atopic",7.0,6.462316917576173
120735,"Diarrhea, Infantile","Dermatitis, Atopic",1.0,2.281245322020591
121231,Dyspepsia,"Dermatitis, Atopic",4.0,8.328208797546516
122489,Hyperphagia,"Dermatitis, Atopic",1.0,2.399318422943693
123926,Nausea,"Dermatitis, Atopic",4.0,4.555012296656559
125659,Vomiting,"Dermatitis, Atopic",2.0,1.687025330850775
126688,Hyperemesis Gravidarum,"Dermatitis, Atopic",1.0,2.875082738452864
128032,Anoxia,"Dermatitis, Atopic",1.0,1.00198857170747
130286,Cough,"Dermatitis, Atopic",2.0,2.6294583021926647
131748,Dyspnea,"Dermatitis, Atopic",4.0,4.020886726158468
134013,Hyperventilation,"Dermatitis, Atopic",1.0,2.1051301466691736
135486,Respiratory Sounds,"Dermatitis, Atopic",30.0,49.17807984813808
136680,Skin Manifestations,"Dermatitis, Atopic",7.0,4.286500526710903
138836,Pallor,"Dermatitis, Atopic",1.0,3.535169056751921
139587,Pruritus,"Dermatitis, Atopic",354.0,518.9435064025585
139896,Tinea Pedis,"Dermatitis, Atopic",6.0,20.83293653353912
140596,Purpura,"Dermatitis, Atopic",4.0,4.252874423716535
142010,"Purpura, Thrombocytopenic","Dermatitis, Atopic",1.0,1.4149055205518302
142630,"Purpura, Thrombocytopenic, Idiopathic","Dermatitis, Atopic",1.0,1.9338944549569816
143807,Oliguria,"Dermatitis, Atopic",1.0,2.6140121352265933
144187,Polyuria,"Dermatitis, Atopic",1.0,2.360901406839901
145153,Proteinuria,"Dermatitis, Atopic",2.0,2.497955547067104
605,Asthenia,Hypersensitivity,1.0,2.0632192510535368
2655,Fever,Hypersensitivity,31.0,19.1870666007822
4327,Hypothermia,Hypersensitivity,1.0,1.9454362153971527
6504,Body Weight,Hypersensitivity,16.0,5.48780555431624
7674,Birth Weight,Hypersensitivity,10.0,14.071309430047002
8782,Weight Gain,Hypersensitivity,1.0,1.4866897406760522
10112,Weight Loss,Hypersensitivity,1.0,1.0000537113811745
11010,Cachexia,Hypersensitivity,1.0,1.9947240158047723
13055,Obesity,Hypersensitivity,21.0,17.48362668434903
14826,"Cardiac Output, Low",Hypersensitivity,2.0,4.285591299111297
17740,Edema,Hypersensitivity,66.0,39.32795421079022
19208,Eye Manifestations,Hypersensitivity,4.0,6.031507895581984
20785,Fatigue,Hypersensitivity,15.0,17.07019733282144
21029,Mental Fatigue,Hypersensitivity,1.0,3.585179477326583
21750,Flushing,Hypersensitivity,2.0,5.2280242704531865
22141,Heart Murmurs,Hypersensitivity,1.0,2.3634171314371484
23094,Hypergammaglobulinemia,Hypersensitivity,16.0,26.86600261931097
23544,Intermittent Claudication,Hypersensitivity,1.0,2.2183032020637934
23954,Motion Sickness,Hypersensitivity,1.0,3.4953231482047213
25021,Neurologic Manifestations,Hypersensitivity,8.0,0.559531305402675
25561,Cerebrospinal Fluid Rhinorrhea,Hypersensitivity,2.0,5.354944978287638
27065,Ataxia,Hypersensitivity,1.0,1.2196597127769402
29113,Chorea,Hypersensitivity,1.0,1.992983371326988
29758,Dystonia,Hypersensitivity,1.0,1.5361090335230454
30278,Torticollis,Hypersensitivity,1.0,2.154990922649467
30679,Hyperkinesis,Hypersensitivity,7.0,16.387001767658244
33129,Tremor,Hypersensitivity,1.0,1.739352786828252
33787,"Gait Disorders, Neurologic",Hypersensitivity,1.0,1.744765519935002
35873,Dyslexia,Hypersensitivity,2.0,5.354944978287638
37182,Speech Disorders,Hypersensitivity,2.0,2.3058331220480084
38506,Articulation Disorders,Hypersensitivity,1.0,1.887448957746804
39483,Stuttering,Hypersensitivity,1.0,3.3234728912780622
40068,Learning Disorders,Hypersensitivity,8.0,13.882499018329977
42687,Unconsciousness,Hypersensitivity,1.0,0.9279728292056466
43796,Coma,Hypersensitivity,3.0,3.9362544385297262
44969,Syncope,Hypersensitivity,5.0,7.454457137648761
45238,"Syncope, Vasovagal",Hypersensitivity,1.0,3.1825674382008247
46105,Memory Disorders,Hypersensitivity,2.0,2.9359952153277997
48525,Mental Retardation,Hypersensitivity,3.0,2.716340052218143
51715,Psychomotor Disorders,Hypersensitivity,1.0,1.3316409916371097
52475,Muscle Cramp,Hypersensitivity,1.0,2.2425601797093533
53856,Muscle Spasticity,Hypersensitivity,2.0,3.4545604111879653
56146,Muscle Weakness,Hypersensitivity,2.0,1.985982163405724
57175,Muscular Atrophy,Hypersensitivity,4.0,5.843287078375313
58352,Spasm,Hypersensitivity,1.0,1.3672774715625755
61654,Pain,Hypersensitivity,33.0,10.869761384814424
62922,Back Pain,Hypersensitivity,2.0,2.2938570383587638
63813,Low Back Pain,Hypersensitivity,2.0,3.1808420457535704
64440,Facial Pain,Hypersensitivity,1.0,1.9723285922962424
66071,Headache,Hypersensitivity,37.0,32.72887742433995
67518,Neuralgia,Hypersensitivity,1.0,1.5383141060813592
70141,Paralysis,Hypersensitivity,2.0,0.9689427549656968
71314,Facial Paralysis,Hypersensitivity,5.0,6.785484558152289
73683,Ophthalmoplegia,Hypersensitivity,1.0,1.3298472691830825
76803,Respiratory Paralysis,Hypersensitivity,1.0,2.4894202576408797
77367,Vocal Cord Paralysis,Hypersensitivity,1.0,1.9877795434519607
79790,Psychophysiologic Disorders,Hypersensitivity,51.0,75.60778734182739
80894,Horner Syndrome,Hypersensitivity,2.0,4.419252716076209
81924,"Reflex, Abnormal",Hypersensitivity,2.0,2.8142618860094
83757,Seizures,Hypersensitivity,10.0,8.451669255214139
84680,Sensation Disorders,Hypersensitivity,3.0,1.0299657128149189
85768,Dizziness,Hypersensitivity,9.0,12.082242801703307
86670,Hearing Disorders,Hypersensitivity,10.0,7.3501657495659325
87548,Hearing Loss,Hypersensitivity,2.0,1.6071010892456583
88753,Deafness,Hypersensitivity,5.0,6.142635815311306
89721,"Hearing Loss, Conductive",Hypersensitivity,1.0,2.2674202170287483
91184,"Hearing Loss, Sensorineural",Hypersensitivity,3.0,3.644567581392885
92782,Tinnitus,Hypersensitivity,2.0,3.948067245094652
93215,Olfaction Disorders,Hypersensitivity,4.0,9.152920866170168
93940,Hyperalgesia,Hypersensitivity,6.0,14.364660467019329
94944,Hypesthesia,Hypersensitivity,1.0,1.7219610441163826
96003,Paresthesia,Hypersensitivity,5.0,6.790090730748894
96412,Taste Disorders,Hypersensitivity,1.0,2.376091572333876
98149,Vision Disorders,Hypersensitivity,5.0,3.3174471593395456
99840,Blindness,Hypersensitivity,3.0,3.294415065029849
101391,Diplopia,Hypersensitivity,1.0,1.6441652988834758
103823,Sleep Disorders,Hypersensitivity,10.0,14.929989098693168
104213,Sleep Deprivation,Hypersensitivity,1.0,2.575912288994323
104751,"Urinary Bladder, Neurogenic",Hypersensitivity,1.0,2.0782571284180773
105552,Vertigo,Hypersensitivity,7.0,11.17376360231305
106118,Voice Disorders,Hypersensitivity,1.0,1.66524481467453
106428,Dysphonia,Hypersensitivity,2.0,6.899027224346854
106855,Hoarseness,Hypersensitivity,1.0,2.2161269226411977
107340,Oral Manifestations,Hypersensitivity,3.0,5.597328848543723
109113,Abdominal Pain,Hypersensitivity,12.0,10.181804137768896
110176,"Abdomen, Acute",Hypersensitivity,1.0,1.4376001304795285
110718,Colic,Hypersensitivity,2.0,4.26949463274564
111532,Arthralgia,Hypersensitivity,4.0,5.9092000013048525
112899,Chest Pain,Hypersensitivity,7.0,7.696925812495448
113776,Angina Pectoris,Hypersensitivity,7.0,10.168783608836002
114157,Acute Coronary Syndrome,Hypersensitivity,9.0,23.381643835944764
114547,"Angina, Unstable",Hypersensitivity,2.0,4.485120359418707
114731,"Angina Pectoris, Variant",Hypersensitivity,2.0,6.531898094279751
115248,Toothache,Hypersensitivity,1.0,2.7305823144577674
116194,"Pain, Postoperative",Hypersensitivity,5.0,8.389276611332297
116970,Dysmenorrhea,Hypersensitivity,2.0,5.520209507448178
118635,Constipation,Hypersensitivity,2.0,3.187830987053118
120243,Diarrhea,Hypersensitivity,17.0,15.694198228399278
120792,"Diarrhea, Infantile",Hypersensitivity,5.0,11.406226610102957
121285,Dyspepsia,Hypersensitivity,5.0,10.410260996933143
121420,Encopresis,Hypersensitivity,1.0,3.804058629854335
122129,Heartburn,Hypersensitivity,2.0,6.353738834172374
124019,Nausea,Hypersensitivity,3.0,3.4162592224924198
125776,Vomiting,Hypersensitivity,11.0,9.278639319679264
128140,Anoxia,Hypersensitivity,9.0,9.01789714536723
130355,Cough,Hypersensitivity,51.0,67.05118670591295
131851,Dyspnea,Hypersensitivity,8.0,8.041773452316937
132809,Hemoptysis,Hypersensitivity,1.0,1.6970743635369168
133333,Hypercapnia,Hypersensitivity,3.0,6.332951465761903
134055,Hyperventilation,Hypersensitivity,4.0,8.420520586676695
134772,Mouth Breathing,Hypersensitivity,3.0,9.688078799122753
135540,Respiratory Sounds,Hypersensitivity,102.0,167.20547148366947
135859,Snoring,Hypersensitivity,1.0,2.760104753724089
136016,Sneezing,Hypersensitivity,13.0,43.63997072949283
136778,Skin Manifestations,Hypersensitivity,17.0,10.410072707726478
138231,Jaundice,Hypersensitivity,2.0,2.9094235419045
139724,Pruritus,Hypersensitivity,60.0,87.95652650890821
139933,Tinea Pedis,Hypersensitivity,2.0,6.944312177846374
140701,Purpura,Hypersensitivity,23.0,24.454027936370075
141466,"Purpura, Schoenlein-Henoch",Hypersensitivity,2.0,3.9964288414890814
142076,"Purpura, Thrombocytopenic",Hypersensitivity,9.0,12.734149684966471
142680,"Purpura, Thrombocytopenic, Idiopathic",Hypersensitivity,1.0,1.9338944549569816
143162,"Purpura, Thrombotic Thrombocytopenic",Hypersensitivity,3.0,6.552115824269093
143290,Waterhouse-Friderichsen Syndrome,Hypersensitivity,1.0,3.683914318012272
145274,Proteinuria,Hypersensitivity,4.0,4.995911094134208
145851,Albuminuria,Hypersensitivity,1.0,2.065086665228332
146248,"Urinary Bladder, Overactive",Hypersensitivity,1.0,3.543332367391082
146933,Urinary Incontinence,Hypersensitivity,1.0,1.6175293416348633
2529,Fever,Eczema,4.0,2.475750529133187
4272,Hypothermia,Eczema,1.0,1.9454362153971527
6352,Body Weight,Eczema,3.0,1.028963541434295
7589,Birth Weight,Eczema,3.0,4.2213928290141
9996,Weight Loss,Eczema,1.0,1.0000537113811745
12905,Obesity,Eczema,3.0,2.4976609549070043
17592,Edema,Eczema,8.0,4.7670247528230565
19156,Eye Manifestations,Eczema,1.0,1.507876973895496
21419,Fetal Distress,Eczema,1.0,2.588451638247058
21716,Flushing,Eczema,1.0,2.6140121352265933
23040,Hypergammaglobulinemia,Eczema,7.0,11.75387614594855
24940,Neurologic Manifestations,Eczema,4.0,0.2797656527013375
30267,Torticollis,Eczema,1.0,2.154990922649467
32034,Psychomotor Agitation,Eczema,1.0,2.2425601797093533
40790,Confusion,Eczema,1.0,1.508948211276995
48401,Mental Retardation,Eczema,6.0,5.432680104436286
51654,Psychomotor Disorders,Eczema,1.0,1.3316409916371097
53812,Muscle Spasticity,Eczema,1.0,1.7272802055939829
54612,Muscle Hypotonia,Eczema,1.0,1.6565111347057753
58309,Spasm,Eczema,1.0,1.3672774715625755
59251,Tetany,Eczema,1.0,2.3812066730006465
61510,Pain,Eczema,2.0,0.6587734172614802
65985,Headache,Eczema,1.0,0.8845642547118906
70058,Paralysis,Eczema,2.0,0.9689427549656968
72544,Hemiplegia,Eczema,2.0,2.589264725784032
79720,Psychophysiologic Disorders,Eczema,23.0,34.097629585529994
81862,"Reflex, Abnormal",Eczema,2.0,2.8142618860094
82149,"Reflex, Babinski",Eczema,1.0,3.5270718465193016
83646,Seizures,Eczema,1.0,0.8451669255214139
91562,"Hearing Loss, Noise-Induced",Eczema,1.0,3.19406181762656
103767,Sleep Disorders,Eczema,3.0,4.478996729607951
111474,Arthralgia,Eczema,1.0,1.4773000003262131
113708,Angina Pectoris,Eczema,1.0,1.4526833726908572
114518,"Angina, Unstable",Eczema,1.0,2.2425601797093533
118579,Constipation,Eczema,1.0,1.593915493526559
120118,Diarrhea,Eczema,4.0,3.692752524329242
120745,"Diarrhea, Infantile",Eczema,1.0,2.281245322020591
121417,Encopresis,Eczema,1.0,3.804058629854335
131774,Dyspnea,Eczema,1.0,1.005221681539617
135501,Respiratory Sounds,Eczema,17.0,27.86757858061158
136705,Skin Manifestations,Eczema,7.0,4.286500526710903
139631,Pruritus,Eczema,59.0,86.49058440042641
139907,Tinea Pedis,Eczema,13.0,45.13802915600143
140626,Purpura,Eczema,4.0,4.252874423716535
142029,"Purpura, Thrombocytopenic",Eczema,3.0,4.2447165616554905
145788,Albuminuria,Eczema,1.0,2.065086665228332
147889,Hirsutism,Eczema,1.0,2.483722236526241
605,Asthenia,Hypersensitivity,1.0,2.0632192510535368
2655,Fever,Hypersensitivity,31.0,19.1870666007822
4327,Hypothermia,Hypersensitivity,1.0,1.9454362153971527
6504,Body Weight,Hypersensitivity,16.0,5.48780555431624
7674,Birth Weight,Hypersensitivity,10.0,14.071309430047002
8782,Weight Gain,Hypersensitivity,1.0,1.4866897406760522
10112,Weight Loss,Hypersensitivity,1.0,1.0000537113811745
11010,Cachexia,Hypersensitivity,1.0,1.9947240158047723
13055,Obesity,Hypersensitivity,21.0,17.48362668434903
14826,"Cardiac Output, Low",Hypersensitivity,2.0,4.285591299111297
17740,Edema,Hypersensitivity,66.0,39.32795421079022
19208,Eye Manifestations,Hypersensitivity,4.0,6.031507895581984
20785,Fatigue,Hypersensitivity,15.0,17.07019733282144
21029,Mental Fatigue,Hypersensitivity,1.0,3.585179477326583
21750,Flushing,Hypersensitivity,2.0,5.2280242704531865
22141,Heart Murmurs,Hypersensitivity,1.0,2.3634171314371484
23094,Hypergammaglobulinemia,Hypersensitivity,16.0,26.86600261931097
23544,Intermittent Claudication,Hypersensitivity,1.0,2.2183032020637934
23954,Motion Sickness,Hypersensitivity,1.0,3.4953231482047213
25021,Neurologic Manifestations,Hypersensitivity,8.0,0.559531305402675
25561,Cerebrospinal Fluid Rhinorrhea,Hypersensitivity,2.0,5.354944978287638
27065,Ataxia,Hypersensitivity,1.0,1.2196597127769402
29113,Chorea,Hypersensitivity,1.0,1.992983371326988
29758,Dystonia,Hypersensitivity,1.0,1.5361090335230454
30278,Torticollis,Hypersensitivity,1.0,2.154990922649467
30679,Hyperkinesis,Hypersensitivity,7.0,16.387001767658244
33129,Tremor,Hypersensitivity,1.0,1.739352786828252
33787,"Gait Disorders, Neurologic",Hypersensitivity,1.0,1.744765519935002
35873,Dyslexia,Hypersensitivity,2.0,5.354944978287638
37182,Speech Disorders,Hypersensitivity,2.0,2.3058331220480084
38506,Articulation Disorders,Hypersensitivity,1.0,1.887448957746804
39483,Stuttering,Hypersensitivity,1.0,3.3234728912780622
40068,Learning Disorders,Hypersensitivity,8.0,13.882499018329977
42687,Unconsciousness,Hypersensitivity,1.0,0.9279728292056466
43796,Coma,Hypersensitivity,3.0,3.9362544385297262
44969,Syncope,Hypersensitivity,5.0,7.454457137648761
45238,"Syncope, Vasovagal",Hypersensitivity,1.0,3.1825674382008247
46105,Memory Disorders,Hypersensitivity,2.0,2.9359952153277997
48525,Mental Retardation,Hypersensitivity,3.0,2.716340052218143
51715,Psychomotor Disorders,Hypersensitivity,1.0,1.3316409916371097
52475,Muscle Cramp,Hypersensitivity,1.0,2.2425601797093533
53856,Muscle Spasticity,Hypersensitivity,2.0,3.4545604111879653
56146,Muscle Weakness,Hypersensitivity,2.0,1.985982163405724
57175,Muscular Atrophy,Hypersensitivity,4.0,5.843287078375313
58352,Spasm,Hypersensitivity,1.0,1.3672774715625755
61654,Pain,Hypersensitivity,33.0,10.869761384814424
62922,Back Pain,Hypersensitivity,2.0,2.2938570383587638
63813,Low Back Pain,Hypersensitivity,2.0,3.1808420457535704
64440,Facial Pain,Hypersensitivity,1.0,1.9723285922962424
66071,Headache,Hypersensitivity,37.0,32.72887742433995
67518,Neuralgia,Hypersensitivity,1.0,1.5383141060813592
70141,Paralysis,Hypersensitivity,2.0,0.9689427549656968
71314,Facial Paralysis,Hypersensitivity,5.0,6.785484558152289
73683,Ophthalmoplegia,Hypersensitivity,1.0,1.3298472691830825
